186000, 0.00275, 0.02
187000, 0.00275, 0.02
188000, 0.00283, 0.02
189000, 0.00278, 0.02
190000, 0.00279, 0.02
191000, 0.00274, 0.02
192000, 0.00270, 0.02
193000, 0.00266, 0.02
194000, 0.00274, 0.02
195000, 0.00268, 0.02
196000, 0.00273, 0.02
197000, 0.00271, 0.02
198000, 0.00268, 0.02
199000, 0.00271, 0.02
200000, 0.00269, 0.02
201000, 0.00282, 0.02
202000, 0.00268, 0.02
203000, 0.00271, 0.02
204000, 0.00265, 0.02
205000, 0.00266, 0.02
206000, 0.00269, 0.02
207000, 0.00268, 0.02
208000, 0.00271, 0.02
209000, 0.00271, 0.02
210000, 0.00263, 0.02
211000, 0.00263, 0.02
212000, 0.00255, 0.02
213000, 0.00264, 0.02
214000, 0.00262, 0.02
215000, 0.00260, 0.02
216000, 0.00263, 0.02
217000, 0.00259, 0.02
218000, 0.00260, 0.02
219000, 0.00256, 0.02
220000, 0.00256, 0.02
221000, 0.00259, 0.02
222000, 0.00257, 0.02
223000, 0.00259, 0.02
224000, 0.00260, 0.02
225000, 0.00257, 0.02
226000, 0.00259, 0.02
227000, 0.00259, 0.02
228000, 0.00265, 0.02
229000, 0.00260, 0.02
230000, 0.00252, 0.02
231000, 0.00261, 0.02
232000, 0.00250, 0.02
233000, 0.00268, 0.02
234000, 0.00254, 0.02
235000, 0.00258, 0.02
236000, 0.00251, 0.02
237000, 0.00257, 0.02
238000, 0.00258, 0.02
239000, 0.00256, 0.02
240000, 0.00256, 0.02
241000, 0.00246, 0.02
242000, 0.00250, 0.02
243000, 0.00253, 0.02
244000, 0.00245, 0.02
245000, 0.00248, 0.02
246000, 0.00252, 0.02
247000, 0.00252, 0.02
248000, 0.00248, 0.02
249000, 0.00247, 0.02
250000, 0.00247, 0.02
251000, 0.00243, 0.02
252000, 0.00246, 0.02
253000, 0.00246, 0.02
254000, 0.00246, 0.02
255000, 0.00254, 0.02
256000, 0.00243, 0.02
257000, 0.00246, 0.02
258000, 0.00251, 0.02
259000, 0.00246, 0.02
260000, 0.00245, 0.02
261000, 0.00238, 0.02
262000, 0.00242, 0.02
263000, 0.00244, 0.02
264000, 0.00244, 0.02
265000, 0.00240, 0.02
266000, 0.00237, 0.02
267000, 0.00245, 0.02
268000, 0.00237, 0.02
269000, 0.00239, 0.02
270000, 0.00241, 0.02
271000, 0.00240, 0.02
272000, 0.00242, 0.02
273000, 0.00240, 0.02
274000, 0.00245, 0.02
275000, 0.00237, 0.02
276000, 0.00241, 0.02
277000, 0.00235, 0.02
278000, 0.00234, 0.02
279000, 0.00238, 0.02
280000, 0.00239, 0.02
281000, 0.00235, 0.02
282000, 0.00241, 0.02
283000, 0.00242, 0.02
284000, 0.00237, 0.02
285000, 0.00235, 0.02
286000, 0.00234, 0.02
287000, 0.00239, 0.02
288000, 0.00248, 0.02
289000, 0.00237, 0.02
290000, 0.00233, 0.02
291000, 0.00237, 0.02
292000, 0.00234, 0.02
293000, 0.00234, 0.02
294000, 0.00233, 0.02
295000, 0.00234, 0.02
296000, 0.00246, 0.02
297000, 0.00236, 0.02
298000, 0.00236, 0.02
299000, 0.00235, 0.02
300000, 0.00229, 0.02
